Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
比目鱼,海鲜,0.004,239,0,0.059,4.00E-05,18,0,1.00E-06,0.00085,0.033,11,0,0.5,0.11,0.67,0.21,1.8,0.344,18,3.1,4.70E-05,0.103,,60,1.80E-05,7.00E-05,9.60E-07,0.0001,0.0019,0.00029,0.00049,0,0.00051,,,0.00054,0.00085,0.0015,0.0017,2.00E-05,0.00055,0.00072,,,0.00081,0.00021,0.00095,,,,,,,,,,
鳕鱼,海鲜,0.044,111,0,0.051,0.00014,0.82,0,8.00E-06,0.00083,0.081,,0,,,,0.254,,0.486,24,,4.70E-05,0.173,,115,3.50E-05,0.00013,6.50E-07,0.00023,0.0028,0.00037,0.00035,0,0.001,,,0.00072,0.0011,0.002,0.0022,4.00E-05,0.00072,0.00095,,,0.0011,0.00027,0.0013,,,,,,,,,,
鳕鱼,海鲜,0.018,109,0,0.067,4.00E-05,1.4,0,1.00E-05,0.00041,0.033,0.45,0,0.13,0.02,0.13,0.258,0.38,0.56,23,0.26,4.70E-05,0.076,,58,1.70E-05,4.00E-05,4.20E-06,0.00014,0.0023,0.00087,0.00035,0,0.00058,,,0.00067,0.001,0.0018,0.0021,3.00E-05,0.00067,0.00088,,,0.00099,0.00025,0.0012,,,,,,,,,,
鲻鱼,海鲜,0.065,190,0,0.067,4.00E-05,8.6,0,1.80E-05,0.00041,0.038,,0,,,,0.208,,0.374,26,,1.60E-05,0.092,,109,3.30E-05,2.00E-05,3.30E-06,7.00E-05,0.0083,0.00087,0.00049,0,0.0011,,,0.00078,0.0012,0.0021,0.0024,3.00E-05,0.00078,0.001,,,0.0012,0.0003,0.0014,,,,,,,,,,
僧鱼,海鲜,0.01,97,0,0.032,4.00E-05,2,0,8.00E-06,0.00041,0.027,,0,,,,0.256,,0.513,19,,4.70E-05,0.023,,46,1.40E-05,3.00E-05,1.00E-06,7.00E-05,0.0026,0.00017,0.00028,0.001,0.00053,,,0.00055,0.00086,0.0015,0.0017,3.00E-05,0.00055,0.00073,,,0.00081,0.00021,0.00096,,,,,,,,,,
太平洋鲭鱼,海鲜,0.141,119,0,0.11,0.00023,1.6,0,1.70E-05,0.0017,0.038,0.38,0,0.29,0.05,0.11,0.269,0.57,0.499,25,0.32,1.60E-05,0.065,,81,2.40E-05,0.00031,2.30E-06,0.0002,0.0028,0.00087,0.00014,0,0.00079,,,0.00072,0.0011,0.002,0.0023,0.001,0.00073,0.00096,,,0.0011,0.00028,0.0013,,,,,,,,,,
鱼卵,海鲜,0.028,204,1.9,0.479,0.00013,8.2,0,9.20E-05,0.00077,0.026,2.1,1.9,1.7,0.11,1.3,0.515,3.4,0.283,29,1.9,5.20E-05,0.117,,303,9.10E-05,0.00028,1.20E-05,0.00095,0.0022,0.0012,0.00019,0.016,0.0013,,,0.00078,0.0015,0.0025,0.0022,1.00E-05,0.00071,0.0014,,,0.0013,0.00038,0.0017,,,,,,,,,,
大麻哈鱼,海鲜,0.045,250,0,0.063,3.00E-05,20,0,1.70E-05,0.0016,0.071,10,0,0.92,0.22,0.87,0.215,2.6,0.459,17,4.1,4.70E-05,0.072,,338,0.000102,0.00012,1.40E-06,0.00012,0.0051,0.00087,0.00035,0,0.00041,,,0.00051,0.00079,0.0014,0.0016,2.00E-05,0.00051,0.00067,,,0.00075,0.00019,0.00089,,,,,,,,,,
金鲑,海鲜,0.028,231,0,0.085,5.00E-05,13,0,3.50E-05,0.00091,0.122,5.7,0,0.73,0.3,1,0.371,2.7,0.505,26,3.2,4.70E-05,0.06,,496,0.000149,4.00E-05,2.90E-06,0.00015,0.01,0.00087,0.00046,0.0041,0.00056,,,0.00076,0.0012,0.0021,0.0024,2.00E-05,0.00076,0.001,,,0.0011,0.00029,0.0013,,,,,,,,,,
红鱼,海鲜,0.051,135,0,0.067,7.00E-05,3.5,0,1.70E-05,0.00068,0.029,,0,,,,0.237,,0.368,24,,4.70E-05,0.054,,104,3.10E-05,0.00013,1.60E-06,0.00012,0.005,0.00087,0.00035,0,0.00062,,,0.00071,0.0011,0.002,0.0022,5.00E-05,0.00072,0.00095,,,0.0011,0.00027,0.0012,,,,,,,,,,
海鳟,海鲜,0.022,133,0,0.106,4.00E-05,4.6,0,6.00E-06,0.00035,0.04,1.1,0,0.27,0.1,0.21,0.321,0.93,0.437,21,1.3,4.70E-05,0.074,,115,3.50E-05,7.00E-05,3.50E-06,0.00021,0.0029,0.00087,0.00046,0,0.00058,,,0.00063,0.00099,0.0017,0.002,2.00E-05,0.00064,0.00084,,,0.00094,0.00024,0.0011,,,,,,,,,,
鲱鱼,海鲜,0.06,252,0,0.096,8.00E-05,18,0,1.70E-05,0.0012,0.038,,0,,,,0.349,,0.492,22,,4.70E-05,0.065,,120,3.60E-05,0.00018,1.40E-07,0.00031,0.011,0.00087,0.00046,0,0.00047,,,0.00064,0.001,0.0018,0.002,5.00E-05,0.00064,0.00085,,,0.00095,0.00024,0.0011,,,,,,,,,,
鲤鱼,海鲜,0.09,119,0,0.053,0.00025,3,0,1.70E-05,0.0017,0.038,0.91,0,0.37,0.09,0.24,0.269,1,0.487,21,0.58,1.60E-05,0.051,,196,5.90E-05,1.00E-05,2.30E-06,9.00E-05,0.0015,0.00087,0.00023,0,0.00096,,,0.00063,0.00099,0.0017,0.002,0.00077,0.00064,0.00084,,,0.00094,0.00024,0.0011,,,,,,,,,,
太阳鱼,海鲜,0.103,114,0,0.086,0.00039,0.9,0,1.70E-05,0.0015,0.038,0.15,0,0.09,0.04,0.05,0.231,0.32,0.449,25,0.18,1.60E-05,0.103,,58,1.70E-05,9.00E-05,2.30E-06,9.00E-05,0.0015,0.00087,0.00014,0.001,0.002,,,0.00073,0.0011,0.002,0.0023,0.0009,0.00074,0.00097,,,0.0011,0.00028,0.0013,,,,,,,,,,
鲣鱼,海鲜,0.037,132,0,0.06,0.00011,1.3,0,1.00E-05,0.0016,0.044,0.24,0,0.24,0.02,0.09,0.285,0.4,0.522,28,0.42,4.70E-05,0.047,,60,1.80E-05,4.00E-05,2.20E-06,0.00012,0.019,0.00049,0.00098,0.001,0.0011,,,0.00083,0.0013,0.0023,0.0026,2.00E-05,0.00084,0.0011,,,0.0012,0.00032,0.0015,,,,,,,,,,
金枪鱼,海鲜,0.004,130,0,0.047,4.00E-05,0.59,0,2.00E-06,0.00092,0.042,0.14,0,0.11,0.01,0.02,0.333,0.18,0.527,29,0.21,0.000108,0.054,0.02,65,2.20E-05,0.00013,2.40E-06,0.00014,0.022,0.00033,0.001,0,0.00045,0.078,,0.00082,0.0013,0.0023,0.0026,1.00E-05,0.00083,0.0011,,0,0.0012,0.00031,0.0014,2.00E-06,0.00029,1.00E-07,,0,,,,,
涡蝶鱼,海鲜,0.023,122,0,0.062,5.00E-05,3.8,0,9.00E-06,0.00046,0.065,,0,,,,0.165,,0.305,21,,4.70E-05,0.192,,40,1.20E-05,8.00E-05,2.50E-06,0.0001,0.0027,0.00066,0.00024,0.0017,0.00028,,,0.00061,0.00095,0.0017,0.0019,2.00E-05,0.00061,0.0008,,,0.0009,0.00023,0.0011,,,,,,,,,,
白鲑,海鲜,0.033,172,0,0.077,9.00E-05,7.5,0,1.70E-05,0.00047,0.042,2.6,0,1.2,0.21,0.41,0.346,2.8,0.406,24,1.2,1.60E-05,0.065,,131,3.90E-05,0.00017,9.60E-07,0.00015,0.0038,0.00087,0.00035,0,0.0013,,,0.00072,0.0011,0.002,0.0022,9.00E-05,0.00072,0.00096,,,0.0011,0.00027,0.0013,,,,,,,,,,
狼鱼,海鲜,0.008,123,0,0.059,4.00E-05,3.1,0,6.00E-06,0.00012,0.038,1.1,0,0.41,0.06,0.39,0.256,1.1,0.385,22,0.47,4.70E-05,0.109,,433,0.00013,0.00021,2.40E-06,0.0001,0.0026,0.00066,0.00046,0,0.001,,,0.00066,0.001,0.0018,0.0021,2.00E-05,0.00066,0.00088,,,0.00098,0.00025,0.0012,,,,,,,,,,
黄尾鱼,海鲜,0.029,187,0,0.071,6.00E-05,6.7,0,4.00E-06,0.00063,0.038,,0,,,,0.201,,0.538,30,,4.70E-05,0.05,,104,3.10E-05,0.00018,1.30E-06,5.00E-05,0.0087,0.00068,0.00019,0.0029,0.00067,,,0.00087,0.0014,0.0024,0.0027,2.00E-05,0.00088,0.0012,,,0.0013,0.00033,0.0015,,,,,,,,,,
鱿鱼,海鲜,0.18,158,1.6,0.224,0.001,1.4,0,2.40E-05,0.011,0.06,0.16,1.6,0.13,0.01,0.08,0.58,0.27,0.637,32,0.24,9.00E-05,0.744,,675,0.000203,2.00E-05,5.40E-06,0.0017,0.0022,0.0009,0.00027,0.0085,0.0035,,,0.00062,0.0014,0.0023,0.0024,0.00021,0.00073,0.0012,,,0.0014,0.00036,0.0014,,,,,,,,,,
章鱼,海鲜,0.106,164,4.4,0.096,0.00074,2.1,0,2.40E-05,0.0095,0.06,0.32,4.4,0.16,0.01,0.15,0.279,0.48,0.63,30,0.45,9.00E-05,0.46,,300,9.00E-05,6.00E-05,3.60E-05,8.00E-05,0.0038,0.0009,0.00065,0.008,0.0034,0.081,,0.00057,0.0013,0.0021,0.0022,5.00E-05,0.00067,0.0011,,0,0.0013,0.00033,0.0013,0,0.0012,1.00E-07,,,,,,,
橙粗鱼,海鲜,0.011,105,0,0.08,8.00E-05,0.9,0,5.00E-06,0.0011,0.018,0.44,0,0.03,0,0.01,0.102,0.18,0.181,23,0.03,8.80E-05,0.069,,80,2.40E-05,5.00E-05,4.70E-07,6.00E-05,0.0018,6.00E-05,7.00E-05,0,0.00032,,,0.00047,0.0011,0.0018,0.0021,4.00E-05,0.00073,0.00087,,0,0.001,0.00023,0.0011,,0.0019,1.10E-06,0,0.07,,,,,
鲶鱼,海鲜,0.009,144,0,0.066,4.00E-05,7.2,0,1.20E-05,0.00028,0.023,3.1,0,0.07,0.02,0.02,0.247,1.4,0.366,18,1.6,9.90E-06,0.119,0.06,2,1.00E-06,2.00E-05,2.80E-06,0.0001,0.0025,0.00081,0.00018,0,0.00058,0.079,0,0.0004,0.00082,0.0014,0.0017,2.00E-05,0.00054,0.00074,0,0,0.00083,0.00022,0.00089,3.00E-07,0.00097,2.50E-06,,0.05,,,,,
鲑鱼,海鲜,0.015,206,0,0.063,5.00E-05,12,0,3.40E-05,0.00034,0.03,4.2,0,1.5,0.17,0.69,0.252,4.6,0.384,22,2.4,4.10E-05,0.061,,230,6.90E-05,0.00034,2.80E-06,0.00014,0.008,0.0015,0.00065,0.0037,0.00043,0.091,,0.00065,0.001,0.0018,0.002,2.00E-05,0.00065,0.00086,,0,0.00097,0.00025,0.0011,1.30E-05,0.0011,1.00E-07,,,,,,,
鳟鱼,海鲜,0.03,168,0,0.07,6.00E-05,7.4,0,1.20E-05,0.00036,0.03,2.4,0,0.62,0.11,0.26,0.27,1.8,0.45,24,1.7,2.80E-05,0.061,0.06,301,0.0001,0.00014,4.10E-06,0.00011,0.0066,0.002,0.00039,0.0029,0.00054,0.078,,0.00073,0.0011,0.002,0.0023,1.00E-05,0.00074,0.00097,,0,0.0011,0.00028,0.0013,1.90E-05,0.0028,1.00E-07,,0.05,,,,,
罗非鱼,海鲜,0.014,128,0,0.057,8.00E-05,2.7,0,6.00E-06,0.00069,0.034,0.96,0,0.13,0.06,0.01,0.204,0.6,0.38,26,0.94,5.40E-05,0.056,,0,0,9.00E-05,1.90E-06,7.00E-05,0.0047,0.00066,0.00012,0,0.00041,0.051,,0.00059,0.0012,0.002,0.0023,4.00E-05,0.00077,0.0011,,0,0.0012,0.00027,0.0013,3.70E-06,0.00079,9.00E-07,0.05,0.02,,,,,
蛤蜊,海鲜,0.03,79,4.7,,,0.7,,,0.016,,,4.7,,,,,,,14,,,,,,,1.00E-05,,0.0002,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔鬼鱼,海鲜,0.012,97,0,,,5.3,,,0.0004,,,0,,,,0.003,,,12,,,,,1020,,9.00E-05,,0.0001,0.0011,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
狗鱼,海鲜,0.028,156,4.3,,,8,,,0.0021,,,4.3,,,,0.412,,,17,,,,,860,,0.0001,,0.0007,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海参,海鲜,0.03,56,0,,,0.4,,,0.0006,,,0,,,,,,,13,,,,,310,,5.00E-05,,0.00094,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钢头鳟,海鲜,0.03,159,0,0.059,6.00E-05,8.3,0,,0.00064,0.025,2.2,0,0.54,0.13,0.38,0.249,1.2,0.365,21,1.5,2.60E-05,0.118,,65,2.00E-05,,5.80E-06,,,,,0,0.00057,,0,,,,,1.00E-05,,,0,0,,,,1.50E-05,0.0022,0,0.05,0.01,0,,,,
扇贝,海鲜,0.01,111,5.4,0.041,3.00E-05,0.84,0,2.00E-05,0.00058,0.037,0.08,5.4,0.1,0.01,0.07,0.426,0.22,0.314,21,0.22,2.20E-05,0.667,0.01,5,2.00E-06,1.00E-05,2.20E-06,2.00E-05,0.0011,0.00037,0.00011,0,0.0016,0.111,0,0.00031,0.00069,0.0012,0.0013,3.00E-05,0.00049,0.0006,3.7,0,0.00063,0.00017,0.00065,0,0,0,,0,,,,,
蓝纹奶酪,乳品,0.528,353,2.3,0.075,4.00E-05,29,0,3.60E-05,0.00031,0.023,7.8,2.3,0,0,0,0.387,0.8,0.256,21,19,1.50E-05,1.146,,721,0.000198,3.00E-05,1.20E-06,0.00038,0.001,0.0017,0.00017,0,0.0027,0.015,,0.00076,0.0011,0.0019,0.0019,1.00E-05,0.00058,0.0011,,0.5,0.00079,0.00031,0.0016,5.00E-07,0.00025,2.40E-06,,,,,,,
布里奶酪,乳品,0.184,334,0.45,0.1,2.00E-05,28,0,6.50E-05,0.0005,0.02,8,0.45,0,0,0,0.188,0.83,0.152,21,17,1.50E-05,0.629,,592,0.000174,7.00E-05,1.70E-06,0.00052,0.00038,0.00069,0.00024,0,0.0024,0.015,,0.00072,0.001,0.0019,0.0019,3.00E-05,0.00059,0.0012,,0.45,0.00075,0.00032,0.0013,5.00E-07,0.00024,2.30E-06,,,,,,,
卡门贝尔奶酪,乳品,0.388,300,0.46,0.072,2.00E-05,24,0,6.20E-05,0.00033,0.02,7,0.46,0,0,0,0.347,0.72,0.187,20,15,1.50E-05,0.842,,820,0.000241,3.00E-05,1.30E-06,0.00049,0.00063,0.0014,0.00023,0,0.0024,0.015,,0.00068,0.00097,0.0018,0.0018,4.00E-05,0.00057,0.0011,,0.46,0.00072,0.00031,0.0013,4.00E-07,0.00021,2.00E-06,,,,,,,
奶酪,乳品,0.71,404,3.1,0.099,3.00E-05,33,0,2.70E-05,0.00014,0.027,9.2,3.1,0,0.02,0.01,0.455,1.4,0.076,23,19,2.90E-05,0.653,0.92,1242,0.00033,3.00E-05,1.10E-06,0.00043,6.00E-05,0.00041,7.00E-05,0,0.0036,0.017,0,0.00055,0.0012,0.0019,0.001,3.00E-05,0.00055,0.0011,,0.48,0.001,0.00055,0.0014,6.00E-07,0.00071,2.40E-06,,0.01,,,,,
低脂奶酪,乳品,0.083,98,3.4,0.017,3.00E-05,4.3,0,1.20E-05,7.00E-05,0.008,0.78,3.4,0,0,0,0.159,0.12,0.104,11,1.7,9.70E-06,0.364,,140,3.70E-05,3.00E-05,4.30E-07,0.00016,0.0001,0.00056,5.00E-05,0,0.0004,0.018,0,0.00033,0.00059,0.0011,0.00093,0,0.00027,0.00058,,2.7,0.0005,0.00015,0.00075,1.00E-07,8.00E-05,0,,,,,,,
奶油奶酪,乳品,0.097,350,5.5,0.101,2.00E-05,34,0,9.00E-06,0.00011,0.009,8.9,5.5,0,0.02,0.01,0.107,1.5,0.132,6.2,20,8.60E-06,0.314,,1111,0.000308,2.00E-05,2.20E-07,0.00023,9.00E-05,0.00052,6.00E-05,0,0.0005,0.027,0,0.00018,0.00032,0.00066,0.00057,1.00E-05,0.00019,0.00029,0.35,3.8,0.00023,7.00E-05,0.0004,0,0.00086,2.10E-06,0.13,0.01,0,0,0.04,0.81,
埃德姆奶酪,乳品,0.731,357,1.4,0.089,4.00E-05,28,0,1.60E-05,0.00044,0.03,8.1,1.4,0,0,0,0.536,0.67,0.188,25,18,1.50E-05,0.812,,825,0.000243,4.00E-05,1.50E-06,0.00039,8.00E-05,0.00028,8.00E-05,0,0.0038,0.015,,0.001,0.0013,0.0026,0.0027,1.00E-05,0.00072,0.0014,,1.4,0.00093,0.00035,0.0018,5.00E-07,0.00024,2.30E-06,,,,,,,
羊乳酪,乳品,0.493,264,4.1,0.089,3.00E-05,21,0,3.20E-05,0.00065,0.019,4.6,4.1,0,0,0,0.337,0.59,0.062,14,15,1.50E-05,0.917,,422,0.000125,0.00015,1.70E-06,0.00084,0.00099,0.00097,0.00042,0,0.0029,0.015,,0.0004,0.0008,0.0014,0.0012,3.00E-05,0.00037,0.00068,,4.1,0.00064,0.0002,0.0011,4.00E-07,0.00018,1.80E-06,,,,,,,
丰蒂纳奶酪,乳品,0.55,389,1.6,0.116,3.00E-05,31,0,6.00E-06,0.00023,0.014,8.7,1.6,0,0,0,0.346,1.7,0.064,26,19,1.50E-05,0.8,,913,0.000261,2.00E-05,1.70E-06,0.0002,0.00015,0.00043,8.00E-05,0,0.0035,0.015,,0.00096,0.0014,0.0027,0.0023,1.00E-05,0.00071,0.0015,,1.6,0.00094,0.00036,0.0019,6.00E-07,0.00027,2.60E-06,,,,,,,
布朗斯奶酪,乳品,0.4,466,43,0.094,8.00E-05,30,0,5.00E-06,0.00052,0.07,7.9,43,,,,0.444,0.94,1.409,9.7,19,1.50E-05,0.6,,1113,0.000334,0.00032,2.40E-06,0.0014,0.00081,0.0034,0.00027,0,0.0011,,,0.00029,0.00052,0.00099,0.00081,4.00E-05,0.00032,0.00054,,,0.00039,0.00014,0.00077,,,,,,,,,,
荷兰奶酪,乳品,0.7,356,2.2,0.114,4.00E-05,27,0,2.10E-05,0.00024,0.029,7.7,2.2,0,0,0,0.546,0.66,0.121,25,18,1.50E-05,0.819,,563,0.000165,3.00E-05,1.50E-06,0.00033,6.00E-05,0.00034,8.00E-05,0,0.0039,0.015,,0.001,0.0013,0.0026,0.0027,1.00E-05,0.00072,0.0014,,2.2,0.00093,0.00035,0.0018,5.00E-07,0.00024,2.30E-06,,,,,,,
格鲁耶尔奶酪,乳品,1.011,413,0.36,0.11,3.00E-05,32,0,1.00E-05,0.00017,0.036,10,0.36,0,0,0,0.605,1.7,0.081,30,19,1.50E-05,0.714,,948,0.000271,6.00E-05,1.60E-06,0.00028,0.00011,0.00056,8.00E-05,0,0.0039,0.015,,0.0011,0.0016,0.0031,0.0027,2.00E-05,0.00082,0.0017,,0.36,0.0011,0.00042,0.0022,6.00E-07,0.00028,2.70E-06,,,,,,,
林堡奶酪,乳品,0.497,327,0.49,0.09,2.00E-05,27,0,5.80E-05,0.00013,0.021,8.6,0.49,0,0,0,0.393,0.5,0.128,20,17,1.50E-05,0.8,,1155,0.00034,8.00E-05,1.00E-06,0.0005,0.00016,0.0012,9.00E-05,0,0.0021,0.015,,0.00058,0.0012,0.0021,0.0017,4.00E-05,0.00062,0.0011,,0.49,0.00074,0.00029,0.0014,5.00E-07,0.00023,2.30E-06,,,,,,,
蒙特雷杰克奶酪,乳品,0.746,373,0.68,0.089,3.00E-05,30,0,1.80E-05,0.00072,0.027,8.8,0.68,0,0,0,0.444,0.9,0.081,24,19,1.50E-05,0.6,,769,0.000198,2.00E-05,8.30E-07,0.00039,9.00E-05,0.00021,8.00E-05,0,0.003,0.015,,0.00086,0.0015,0.0023,0.002,1.00E-05,0.00064,0.0013,,0.5,0.00087,0.00032,0.0016,6.00E-07,0.00026,2.50E-06,,,,,,,
明斯特奶酪,乳品,0.717,368,1.1,0.096,3.00E-05,30,0,1.20E-05,0.00041,0.027,8.7,1.1,0,0,0,0.468,0.66,0.134,23,19,1.50E-05,0.628,,1012,0.000298,1.00E-05,1.50E-06,0.00032,0.0001,0.00019,6.00E-05,0,0.0028,0.015,,0.00083,0.0011,0.0023,0.0021,1.00E-05,0.00057,0.0012,,1.1,0.00089,0.00033,0.0015,6.00E-07,0.00026,2.50E-06,,,,,,,
诺夫肖特奶酪,乳品,0.117,253,3.6,0.074,3.00E-05,23,0,1.40E-05,0.00013,0.01,5.8,3.6,,,,0.138,0.97,0.152,9.2,13,3.00E-06,0.334,,841,0.000241,2.00E-05,3.00E-07,0.00016,0.00021,0.00058,4.00E-05,0,0.00082,,0,0.00027,0.0005,0.001,0.00088,1.00E-05,0.00029,0.00045,0.5,3.2,0.00036,0.00011,0.00061,,0.0004,1.70E-06,0.12,0,0,,,,
波特萨卢奶酪,乳品,0.65,352,0.57,0.123,2.00E-05,28,0,1.80E-05,0.00043,0.024,9.3,0.57,0,0,0,0.36,0.73,0.136,24,17,1.50E-05,0.534,,1092,0.000315,1.00E-05,1.50E-06,0.00024,6.00E-05,0.00021,5.00E-05,0,0.0026,0.015,,0.00069,0.0014,0.0025,0.002,1.00E-05,0.00073,0.0013,,0.57,0.00088,0.00034,0.0017,5.00E-07,0.00024,2.40E-06,,,,,,,
普罗沃洛奶酪,乳品,0.756,351,2.1,0.069,3.00E-05,27,0,1.00E-05,0.00052,0.028,7.4,2.1,0,0,0,0.496,0.77,0.138,26,17,1.50E-05,0.876,,880,0.000236,2.00E-05,1.50E-06,0.00032,0.00016,0.00048,7.00E-05,0,0.0032,0.015,,0.0011,0.0011,0.0023,0.0026,1.00E-05,0.00069,0.0013,,0.56,0.00098,0.00035,0.0016,5.00E-07,0.00023,2.20E-06,,,,,,,
意大利乳清干酪,乳品,0.207,174,3,0.051,2.00E-05,13,0,1.20E-05,0.00038,0.011,3.6,3,0,0,0,0.158,0.39,0.105,11,8.3,1.50E-05,0.084,,445,0.00012,1.00E-05,3.40E-07,0.0002,0.0001,0.00021,4.00E-05,0,0.0012,0.018,,0.00046,0.00059,0.0012,0.0013,1.00E-05,0.00028,0.00056,,0.27,0.00052,0.00013,0.00069,2.00E-07,0.00011,1.10E-06,,,,,,,
罗马诺奶酪,乳品,1.064,387,3.6,0.104,3.00E-05,27,0,7.00E-06,0.00077,0.041,7.8,3.6,0,0,0,0.76,0.59,0.086,32,17,1.50E-05,1.433,,415,9.60E-05,4.00E-05,1.10E-06,0.00037,8.00E-05,0.00042,9.00E-05,0,0.0026,0.015,,0.0012,0.0017,0.0031,0.0029,2.00E-05,0.00085,0.0017,,0.73,0.0012,0.00043,0.0022,5.00E-07,0.00023,2.20E-06,,,,,,,
洛克福奶酪,乳品,0.662,369,2,0.09,3.00E-05,31,0,4.90E-05,0.00056,0.03,8.5,2,,,,0.392,1.3,0.091,22,19,1.50E-05,1.809,,1047,0.000294,4.00E-05,6.40E-07,0.00059,0.00073,0.0017,0.00012,0,0.0021,,,0.0006,0.0012,0.0021,0.0018,3.00E-05,0.00056,0.001,,,0.00097,0.0003,0.0016,,,,,,,,,,
瑞士奶酪,乳品,0.89,393,1.4,0.093,5.00E-05,31,0,1.00E-05,0.00013,0.033,8,1.4,0,0.02,0,0.574,1.3,0.072,27,18,3.00E-05,0.187,0.99,1047,0.000288,1.00E-05,3.10E-06,0.0003,6.00E-05,0.00035,7.00E-05,0,0.0044,0.016,0,0.0011,0.0015,0.003,0.0026,3.00E-05,0.00078,0.0017,,0,0.001,0.0004,0.0021,0,0.0006,1.40E-06,0.13,0.01,0,0,0.03,0.73,
蒂利特奶酪,乳品,0.7,340,1.9,0.102,3.00E-05,26,0,2.00E-05,0.00023,0.013,7.1,1.9,0,0,0,0.5,0.72,0.065,24,17,1.50E-05,0.753,,1045,0.000249,6.00E-05,2.10E-06,0.00036,0.00021,0.00035,7.00E-05,0,0.0035,,,0.0007,0.0015,0.0025,0.002,1.00E-05,0.00075,0.0014,,,0.0009,0.00035,0.0018,,,,,,,,,,
搅打奶油,乳品,0.101,257,12,0.076,1.00E-05,22,0,3.00E-06,5.00E-05,0.011,6.4,12,0,0,0,0.089,0.83,0.147,3.2,14,1.40E-06,0.008,,685,0.000188,4.00E-05,2.90E-07,7.00E-05,7.00E-05,0.00031,4.00E-05,0,0.00037,0.017,,9.00E-05,0.00019,0.00031,0.00025,0,8.00E-05,0.00015,,8,0.00014,5.00E-05,0.00021,4.00E-07,0.00064,1.90E-06,,,,,,,
蛋奶酒,乳品,0.13,88,8.1,0.059,1.00E-05,4.2,0,1.00E-06,0.0002,0.019,1.3,8.1,0,0,0,0.109,0.2,0.165,4.6,2.6,4.20E-06,0.054,,206,5.90E-05,3.00E-05,4.50E-07,0.00019,0.00011,0.00042,5.00E-05,0.0015,0.00046,0.052,0.04,0.00011,0.00024,0.00038,0.00026,1.00E-05,0.00012,0.00023,,8.1,0.0002,9.00E-05,0.00029,1.20E-06,0.00021,3.00E-07,,,,,,,
牛奶,乳品,0.125,42,5,0.005,1.00E-05,0.97,0,5.00E-06,3.00E-05,0.011,0.28,5,0,0,0,0.095,0.04,0.15,3.4,0.63,3.30E-06,0.044,,196,5.80E-05,2.00E-05,4.70E-07,0.00019,9.00E-05,0.00036,4.00E-05,0,0.00042,0.018,0,0.0001,0.00017,0.00032,0.00028,0,9.00E-05,0.00017,,5.2,0.00014,4.00E-05,0.00022,1.20E-06,1.00E-05,1.00E-07,0,,,,,0.03,
酪乳,乳品,0.116,40,4.8,0.004,1.00E-05,0.88,0,5.00E-06,5.00E-05,0.011,0.25,4.8,0,0,0,0.089,0.03,0.151,3.3,0.55,2.00E-06,0.19,,47,1.40E-05,3.00E-05,2.20E-07,0.00015,6.00E-05,0.00028,3.00E-05,0.001,0.00042,0.018,,0.0001,0.00017,0.00031,0.00028,0,9.00E-05,0.00017,,4.8,0.00014,4.00E-05,0.00022,0,5.00E-05,1.00E-07,,,,,,,
炼乳,乳品,0.284,321,54,0.034,2.00E-05,8.7,0,1.10E-05,0.00019,0.026,2.4,54,0,0,0,0.253,0.34,0.371,7.9,5.5,1.50E-05,0.127,,267,7.40E-05,9.00E-05,4.40E-07,0.00042,0.00021,0.00075,5.00E-05,0.0026,0.00094,0.089,,0.00021,0.00048,0.00078,0.00063,1.00E-05,0.0002,0.00038,,54,0.00036,0.00011,0.00053,2.00E-07,0.00016,6.00E-07,,,,,,,
巧克力牛奶,乳品,0.112,83,10,0.012,7.00E-05,3.4,0.8,5.00E-06,0.00024,0.013,0.99,9.5,0,0,0,0.101,0.12,0.167,3.2,2.1,1.90E-06,0.06,,98,2.70E-05,4.00E-05,3.30E-07,0.00016,0.00013,0.0003,4.00E-05,0.0009,0.00041,0.017,,0.0001,0.00016,0.0003,0.00027,8.00E-05,8.00E-05,0.00016,,9.5,0.00014,4.00E-05,0.00021,1.30E-06,7.00E-05,3.00E-07,,,,,,,
